,mean_value,mean_volumn,profit
sh600565,21800586775.036495,47777371.744525544,1.0190839694656488
sh600566,19030363203.662792,6798458.808139535,0.1314843348741655
sh600567,16013076376.242039,184036707.22292992,0.19798657718120802
sh600568,8183641728.648648,8780239.22972973,0.7605839416058395
sh600569,9442879480.414202,61464521.142011836,-0.11918604651162795
sh600570,57391682558.29412,27827848.935294118,-0.11539945966808177
sh600571,14511084354.45122,10824416.853658536,0.8653624856156502
sh600572,20095043412.587414,27299428.95104895,-0.25669497060744606
sh600573,3050422857.142857,7246306.44,0.16210295728368002
sh600575,14636750000.0,57442150.0,0.1814159292035399
sh600576,7089337821.076923,13059935.138461538,0.6970271979759645
sh600577,12085461345.05814,47113729.31395349,-0.3818953323903819
sh600578,31320405257.60479,72111648.73053892,-0.13230769230769235
sh600579,5354099524.104046,8577349.549132949,-0.06362854686156494
sh600580,15952675334.60606,23464801.8969697,0.01025163094128606
sh600581,6313676793.142858,47033207.428571425,0.14554794520547953
sh600582,35045449754.518074,20792501.427710842,-0.10599078341013818
sh600583,53067102011.08572,147521079.9942857,-0.09549549549549555
sh600584,17986526652.272728,42654951.24242424,0.19528619528619515
sh600585,100014479488.34285,77192490.28571428,-0.20317320405464975
sh600586,7932612617.3714285,54811592.37142857,0.038554216867469696
sh600587,16130176111.369864,12418241.164383562,-0.04752791068580548
sh600588,55009557202.2807,48971466.01169591,0.029365079365079445
sh600589,4322088821.518988,23444767.16455696,0.07745266781411363
sh600590,7899159638.283582,20016614.19402985,0.5108695652173915
sh600592,5663479266.264368,16900866.25862069,-0.08398437499999994
sh600593,2429005891.4728684,3346464.8372093025,0.6967779056386652
sh600594,18784265866.25731,13574305.96491228,-0.49503161698283654
sh600595,11608289633.787878,51851636.09848485,-0.2877813504823151
sh600596,8218780724.069767,31661760.406976745,-0.310442144873001
sh600597,23442799655.742573,25604493.693069305,-0.13985627418463237
sh600598,27786407401.964287,31965136.845238097,0.26128722382324693
sh600599,4926052549.019608,10773031.950980391,0.23467137185707967
sh600600,42507039577.542854,8946401.8,-0.23999057936881765
sh600601,18374268044.33526,147361139.6763006,0.3389473684210527
sh600602,8397389655.106383,30914226.5,0.18361581920903966
sh600603,2412500000.0,13329200.0,-0.012028869286287117
sh600604,8280986667.636364,8538385.2,0.6566371681415927
sh600605,2578595304.1566267,5083840.765060241,0.1599025974025973
sh600606,75703752396.13095,21564882.166666668,0.03316510454217742
sh600608,3220139028.5632186,13891846.637931034,0.08567415730337083
sh600609,5200598881.212121,25910989.545454547,0.703791469194313
sh600610,10413027334.910715,8327353.678571428,-0.06892230576441111
sh600611,19338099333.294796,60343228.45086705,0.18999999999999995
sh600612,19615983128.546513,2433872.430232558,0.45363026235509446
sh600613,9742233143.77143,7851782.24,0.180011689070719
sh600614,15758011100.82353,16998514.85882353,0.1457875457875458
sh600615,3612819823.3142858,5533234.04,0.2446633825944171
sh600616,6441794583.6,19963498.297142856,0.11285266457680251
sh600617,15689583333.333334,4053750.0,-0.0012861736334406012
sh600618,11647197458.457144,13681354.622857142,0.10905550146056485
sh600619,6308862431.644737,10273260.335526315,-0.14665354330708663
sh600620,7658649110.50633,19003090.63291139,1.0052029136316338
sh600621,7193444967.687861,22714275.4566474,0.7272727272727272
sh600622,5552179732.080537,21694296.382550336,0.44653349001175097
sh600623,19411920405.344826,6717010.482758621,-0.10457107075767062
sh600624,6890120130.6358385,28091586.236994218,-0.13719512195121944
sh600626,11791800864.191616,36995922.33532934,0.48840048840048844
sh600628,7454900002.539682,26951440.301587302,0.6437323279924602
sh600629,8899377982.15569,4066827.6646706588,0.23761792452830174
sh600630,6841342410.228572,28495870.72,0.6901785714285715
sh600633,26031908021.70068,43491273.87755102,-0.017983651226158137
sh600634,9497127648.058252,25561574.81553398,2.074013157894737
sh600635,21245588149.418606,105547937.72093023,-0.01618497109826596
sh600636,6699665527.314285,18424567.577142857,-0.026753434562545135
sh600637,78535406505.59006,35635233.310559005,-0.1316001072098634
sh600638,9185681574.8,19900440.417142857,-0.16860821581851615
sh600639,19146927285.14451,20986296.78612717,-0.04836656767076795
sh600640,12357673295.172413,15858594.574712643,0.1553150859325269
sh600641,6067502982.336449,21558421.55140187,0.6938159879336351
sh600642,39578004618.91428,101049457.31428571,0.13670133729569092
sh600643,21732132196.864407,48318108.584745765,0.20273184759166069
sh600644,5491828045.56213,11449114.846153846,-0.3013415892672859
sh600645,20858010741.756756,12733579.756756756,0.9736318407960198
sh600647,3585400657.0857143,3900785.057142857,0.3607681755829904
sh600648,33411156902.74854,17234811.14619883,-0.20522955305564
sh600649,39587327272.72727,86091892.72727273,0.6959896507115134
sh600650,9860502690.171429,16064239.691428572,0.8480780964002439
sh600651,13834053198.070175,31471083.07017544,0.3256658595641646
sh600652,13010462417.428572,55799197.22857143,4.236728837876615
sh600653,10334921525.872093,97849439.25,0.37866666666666665
sh600654,26819595031.411766,28395368.17647059,1.9578947368421056
sh600655,23555967436.875,50293706.4625,0.3933884297520661
sh600657,12178462796.424242,32785240.315151516,-0.3133971291866028
sh600658,8267715294.393064,9141559.820809249,-0.2602291325695582
sh600660,32715588212.17143,40860672.12,-0.05846153846153845
sh600661,9305593394.035088,7056751.830409356,0.06741050674105063
sh600662,14294876727.085714,49592533.33142857,0.7846332945285216
sh600663,72404593020.8,18337041.45142857,0.2963456921845825
sh600664,22035877626.449276,50512306.05072464,0.1337719298245615
sh600665,6361029173.542857,34941022.931428574,-0.15656565656565666
sh600666,16781260358.18792,9887769.798657719,1.0958132045088569
sh600667,8008500000.0,66286136.538461536,-0.08620689655172414
sh600668,5239872641.028571,15927737.25142857,-0.1818181818181818
sh600671,2770956947.122302,3644863.1366906473,0.6579651941097725
sh600673,19585422724.8538,69628973.1871345,-0.6325985303941216
sh600674,51303649757.14286,55454672.21142857,-0.4979253112033195
sh600675,16072579995.930233,70078256.22674419,0.1587301587301587
sh600676,10491152100.068027,37005068.70068027,0.5930787589498805
sh600677,11267187500.0,28057241.25,-0.1740665993945509
sh600678,5952187433.714286,14434141.085714286,0.015355086372360858
sh600679,5071621671.196581,8356671.794871795,0.15648535564853566
sh600680,6885533026.514286,9527205.788571429,0.8774676650782844
sh600681,2549896332.5,12671228.421875,0.43298969072164945
sh600682,14025217641.785715,7106104.071428572,1.399616368286445
sh600683,6917961644.6470585,13100372.0,-0.07490636704119846
sh600684,7688066049.542857,35681323.41142857,0.11543624161073829
sh600685,57089209891.37724,14284545.88023952,-0.06668550437976828
sh600686,11090285051.927711,8022153.0,0.2870662460567824
sh600687,16253734264.108526,16818321.41085271,0.3025125628140705
sh600688,64101799714.28571,173667389.86857143,0.5063829787234042
sh600689,1758843757.6271186,4856396.237288136,0.32973621103117506
sh600690,74282154947.47127,57315976.494252875,-0.5022511255627814
sh600691,8319141045.174418,52140679.575581394,-0.4524647887323944
sh600692,4943359868.342857,19773336.817142855,0.2459485224022879
sh600693,4796681816.976745,10123359.28488372,-0.14752252252252257
sh600694,14733072037.257143,8354225.548571428,-0.31094576072057967
sh600695,5108081818.934911,15458447.893491125,-0.13150684931506848
sh600696,4114487234.785714,28670898.9,0.009708737864077678
sh600697,4657853857.085714,4562052.868571429,-0.08278783211397761
sh600698,7480500274.571428,29922934.28,0.06228956228956215
sh600699,20810733974.43787,15306633.668639053,0.21922511034820985
sh600701,9297865593.75,32473097.431818184,1.097305389221557
sh600702,7045523878.787879,19412902.977272727,-0.2931121166415284
sh600703,50015416666.666664,25914808.333333332,-0.03129378794955636
sh600704,22939852644.92857,48813035.4,0.3992994746059545
sh600705,82698409230.85365,154120135.84756097,-0.16416249304396213
sh600706,3443545891.9411764,5034250.552941176,-0.06998738965952077
sh600707,10127756066.690142,35747493.91549296,0.6413301662707839
sh600708,7025616787.764706,25640945.911764707,0.6088435374149659
sh600710,4307774282.153846,26818038.16923077,-0.08724832214765094
sh600711,16308943932.8,95371571.26285714,-0.10212765957446805
sh600712,4654132635.257143,26602112.645714287,0.18933823529411753
sh600713,10214397273.028572,35782630.59428571,0.0929264909847434
sh600714,3901271573.6134453,10123817.487394959,-0.3006482982171798
sh600715,7448715214.712644,2796179.695402299,0.16608594657375142
sh600716,8419378738.333333,26730181.81547619,-0.25522041763341063
sh600717,28094770298.4,48375092.56,-0.42486741308190923
sh600718,27816343520.17143,56525675.165714286,-0.09576427255985259
sh600719,1874403071.3207548,6156745.433962264,0.23738532110091723
sh600720,7998150525.6,40129466.77714286,-0.41005291005291
sh600721,3476593276.1267605,6430648.0281690145,0.7536687631027256
sh600722,3637027387.4489794,10689293.285714285,-0.117283950617284
sh600723,6611127938.457143,16522184.84,-0.004825090470446218
sh600724,10949144364.742857,24142649.697142858,0.03930817610062893
sh600725,4972667576.470589,29347393.05882353,-0.06702898550724624
sh600726,13692722109.77143,71955651.37142856,0.582441113490364
sh600727,3218648001.5337424,15402477.398773005,0.18448275862068972
sh600728,13835814550.90909,19063042.89090909,0.587183308494784
sh600729,12151675984.117647,12457825.75735294,0.2419478527607363
sh600730,6248192423.136095,17268951.355029587,0.987353206865402
sh600731,3438111122.5142856,10471448.382857142,-0.10369487485101322
sh600732,3648918352.3076925,17556821.487179488,0.047554347826086904
sh600733,9596517263.17647,2605438.276470588,-0.33110781404549944
sh600734,2336450097.111111,17032782.666666668,0.11821705426356578
sh600735,6637190174.930555,9776989.708333334,-0.20751113940165508
sh600736,9982327737.594936,45884993.92405064,0.39078498293515357
sh600737,29950639892.342857,106958645.85142857,0.5043383947939261
sh600738,3445356467.7058825,19342155.888235293,-0.00137741046831953
sh600739,39239166567.66129,57060880.89516129,-0.27518315018315015
sh600740,5788116760.0,27527980.622857142,-0.24357239512855208
sh600741,47858605696.666664,35423249.22448979,-0.1771700356718193
sh600742,6583405143.714286,9496356.342857143,-0.2465476591444931
sh600743,11221687012.13873,42579501.27745665,0.13135593220338987
sh600744,5769425812.071006,49118073.79881657,0.7569296375266523
sh600745,17694936151.044777,9353583.23880597,0.5887474882786335
sh600746,3169657026.742857,8666607.702857142,0.10914051841746258
sh600747,9309879344.054054,73045517.55405405,-0.31692307692307686
sh600748,14998600451.97279,22004174.904761903,-0.19833459500378509
sh600749,4093449999.91453,15902785.837606838,0.303731343283582
sh600750,10538091428.571428,8940228.12,1.20578147966683
sh600751,32566915173.583817,27231135.06936416,-0.40640809443507586
sh600753,2923237264.957265,4858383.675213675,0.15994236311239196
sh600754,21701710372.894737,6724986.701754386,0.10256410256410256
sh600755,19834775109.314285,82365328.68571429,-0.33597185576077393
sh600756,6945623864.53125,28888810.921875,0.022955523672883806
sh600757,10156250000.0,64027125.0,0.0012135922330096828
sh600758,2585737489.352941,6352633.582352941,0.05427251732101624
sh600759,25840018558.18182,59313338.71818182,-0.2791551882460974
sh600760,5415262558.171429,31927456.37142857,0.19259962049335877
sh600761,9694327424.367817,18934899.96551724,-0.2864482980089917
sh600763,10695155991.39785,1349105.4516129033,1.330728616684266
sh600764,6211830679.657143,9578885.017142856,0.44399185336048874
sh600765,18680999437.133335,33205589.266666666,-0.18472004186289898
sh600766,3053328051.794872,15213343.521367522,0.031404958677686015
sh600767,7652663917.058824,28789941.722689077,0.18951965065502183
sh600768,2460024973.8285713,5319301.52,0.23831775700934588
sh600769,3979301892.427746,12470155.25433526,0.05087014725568941
sh600770,20565319767.44186,47545031.95930233,0.13758389261744972
sh600771,9098878659.873417,5181123.879746836,0.010025062656641538
sh600773,11907143898.171429,20188005.90857143,0.15521422797089734
sh600774,3594486160.6285715,3412773.9542857143,0.1683103221564759
sh600775,13143109261.657143,23260597.965714287,0.2640977443609021
sh600776,14793952549.190752,26885921.19653179,-0.015625000000000094
sh600777,9992625000.0,37953068.75,-0.09992372234935154
sh600778,3410639056.8686867,15541387.929292928,0.7349137931034485
sh600779,5256404235.747127,14911846.925287357,-0.1909892262487758
sh600780,9762445600.804598,25140703.379310343,-0.008559201141226764
sh600781,3963707147.885714,6562603.217142857,0.13548387096774187
sh600782,9565719320.8,21772772.96,-0.26760563380281693
sh600783,25225120026.342857,19429702.348571427,-0.1465703971119133
sh600784,7032913000.228572,33473994.645714287,-0.13894967177242892
sh600785,4760311240.993378,8151205.841059603,0.9935022742040285
sh600787,23542072678.728325,66279000.98843931,0.05158730158730154
sh600789,7075671682.24138,48625251.85632184,0.36662286465177396
sh600790,8894384005.826086,33526369.947826087,-0.2319711538461539
sh600791,4016149202.3121386,16995934.809248555,-0.02192982456140343
sh600792,7248629306.184971,30005229.913294796,-0.2531645569620252
sh600793,1537249853.9325843,1274203.0561797754,0.7253886010362695
sh600794,10417183643.043478,46921530.45341615,-0.5970670391061453
sh600795,100813701452.91429,783287625.2457143,-0.10721649484536075
sh600796,3235096347.3142858,15380649.737142857,0.12880886426592805
sh600797,10807056700.104166,62252902.822916664,0.5683930942895087
sh600798,7773736083.541667,41083162.347222224,0.5545112781954885
sh600800,6236111914.4,36058326.04571429,0.07355242566510183
sh600801,12967122971.37931,29425614.655172415,-0.3030303030303031
sh600802,3823301155.885714,20635724.73142857,-0.264417845484222
sh600803,16437328371.37143,9354827.794285715,0.028478437754271883
sh600804,41421604420.6383,58222908.95035461,0.23494302767227357
sh600805,12335777975.428572,36286411.89714286,-0.11818943839061191
sh600806,2899951223.3333335,13384796.861111112,0.17397078353253645
sh600807,10037722271.428572,21482356.15714286,0.21106094808126424
sh600808,30994129169.25714,165191602.08571428,-0.15841584158415845
sh600809,18501702888.914288,15813986.08,-0.3737980769230769
sh600810,4271456354.285714,13152576.222857144,-0.032388663967611364
sh600811,18774610415.10067,68095570.93959731,-0.23293172690763062
sh600812,13578065372.171429,38641997.49142857,-0.03492063492063488
sh600814,8398286408.971429,15096153.817142857,-0.00896860986547086
sh600815,11926518550.402298,36518173.12068965,-0.06818181818181834
sh600816,20808850232.73256,20477111.81395349,0.4156239431856611
sh600817,2019181365.8333333,4836906.708333333,0.4253938832252087
sh600818,12986929349.181286,5601713.380116959,1.2890749601275917
sh600819,7682883070.514286,21396101.805714287,-0.27872582480091007
sh600820,38902380827.65714,125232428.05714285,0.39192399049881244
sh600821,3850828750.8092484,21685237.809248555,0.13621794871794865
sh600822,5453871242.75862,17722214.379310343,0.3829268292682928
sh600823,21432158166.149426,17964590.00574713,-0.33680104031209374
sh600824,8681319538.342857,38359980.748571426,0.29462989840348336
sh600825,14577807106.37931,40688083.26436782,-0.1045328399629973
sh600826,12363265153.314285,10547018.36,0.2034239677744209
sh600827,31935066436.714287,41946398.24285714,0.026982378854625465
sh600828,4255107735.6578946,11978327.986842105,0.08936170212765956
sh600829,9251677855.434782,12981238.56521739,-0.22307692307692312
sh600830,6152244262.471265,30350912.074712645,-0.08484270734032417
sh600831,8541302500.246914,38703846.141975306,0.37674919268030144
sh600832,49771916304.28571,69956422.85714285,0.6652298850574713
sh600833,4423212008.285714,8140062.222857143,0.22458270106221553
sh600834,7444103073.2,13548469.41142857,0.6068292682926828
sh600835,26914435219.942856,20398057.331428573,0.3107255520504732
sh600836,7232226909.3714285,22606953.308571428,0.6455773955773955
sh600837,207224423954.57144,294993928.3428571,-0.4422110552763819
sh600838,5304767812.685715,31326034.05142857,0.7665544332210998
sh600839,33915071480.05848,255782601.47953215,0.30532786885245905
sh600841,9752133160.971428,6728005.502857143,-0.04586330935251797
sh600843,6661719714.4,14307035.582857143,0.03571428571428576
sh600844,6201028465.9281435,25054819.389221556,-0.2583732057416267
sh600845,17990479838.622753,2436695.401197605,0.2870082083215398
sh600846,7053017068.208093,43362799.578034684,0.006841505131128906
sh600847,3873431286.3333335,3330595.72,1.2479619565217395
sh600848,6632710138.757397,10454475.23668639,0.2904085257548845
sh600850,17565039245.438595,4685879.0994152045,0.12474377745241576
sh600851,11047091327.126436,36094930.022988506,0.03611738148984202
sh600853,3948448150.4635763,37251834.76821192,0.33589251439539347
sh600854,3955972119.3142858,20014676.12,0.031468531468531576
sh600855,10649721074.4,17152069.32,-0.18787425149700598
sh600856,8800778320.084034,8402609.210084034,1.2663265306122449
sh600857,4428757108.685715,9229931.28,-0.10500000000000005
sh600858,6242779249.423077,15846276.048076924,-0.16796116504854372
sh600859,12109963796.22857,12365496.862857142,-0.03215993046501529
sh600860,3654965689.6551723,8861507.655172413,0.9149855907780977
sh600861,4428867877.142858,10862705.794285715,0.22244289970208542
sh600862,12878227718.17647,21800708.59411765,0.4679752066115704
sh600863,31151391092.285713,187296359.58857143,-0.029661016949152477
sh600864,8842214556.514286,15852711.33142857,-0.2315939957112223
sh600865,5453367705.872093,16819732.593023255,0.3699870633893919
sh600866,4632446052.5,10153543.520833334,0.19884726224783858
sh600867,24240469333.28767,23941072.815068495,0.38713745271122324
sh600868,10467574010.171429,173779412.57142857,0.45789473684210535
sh600869,16138675863.628319,19924467.707964603,0.5837004405286345
sh600870,3709000000.0,454900.0,0.0
sh600871,108286999457.58621,52402476.212643676,0.6729776247848539
sh600872,11032246148.045977,25194657.620689657,0.28571428571428575
sh600873,29113360835.185184,120635576.17283951,-0.06775067750677508
sh600874,15566502430.4,33244950.57142857,-0.2544642857142857
sh600875,44148531832.34286,80677257.18285714,-0.36877394636015326
sh600876,6724217512.457143,13776465.674285714,1.780150753768844
sh600877,6659985512.514286,42511228.931428574,0.06317204301075265
sh600879,19399711496.923077,56693376.12087912,0.12051282051282057
sh600880,15202784482.899408,61596989.75739645,-0.3291592128801431
sh600881,22596275107.58621,91545905.63793103,-0.09454061251664447
sh600882,3790570487.0731707,12483827.475609757,0.6365853658536587
sh600883,3302254865.3714285,6897498.462857143,0.19553072625698326
sh600884,10501635305.123457,16195917.48765432,0.36605558840922536
sh600885,16140237927.37143,5449897.022857143,0.40776209677419356
sh600886,77281676482.58621,242977476.85344827,-0.042163882259347744
sh600887,102569382546.57143,98871103.49714285,-0.4630376344086022
sh600888,6328103252.285714,26355214.022857144,-0.13768115942028983
sh600889,4187766482.0,12278052.777142856,0.28836633663366334
sh600890,5516451097.189543,15086240.045751633,-0.1103448275862068
sh600891,3240573821.017964,13453657.095808383,0.08166189111747842
sh600892,2708341911.7647057,2678209.7411764706,0.26449682005237546
sh600893,89847868434.51428,34590513.35428572,0.3388738127544097
sh600894,16897108371.333334,16681226.424242424,0.1725146198830409
sh600895,35587835529.37143,54495372.302857146,0.4783269961977187
sh600896,6035766731.287879,30388032.439393938,0.7492753623188405
sh600897,7773918133.714286,7930137.314285714,-0.26183731282881434
sh600898,3490697716.3414636,14625704.24390244,0.652014652014652
sh600900,189710277777.77777,92592649.52777778,0.317531305903399
sh600917,19389095542.857143,14678998.788571429,0.007782101167315182
sh600958,145604486216.88,96037049.768,0.13711911357340736
sh600959,81405719010.6,58017450.18,1.199238578680203
sh600960,5691536741.085714,18562562.028571427,-0.19261926192619253
sh600961,6905844574.855492,17726745.393063582,0.004016064257028026
sh600962,4525487095.683454,8885779.74820144,-0.17710583153347736
sh600963,7602829795.934959,52844551.91056911,0.29400749063670417
sh600965,7561600318.383233,15908261.245508982,0.12030905077262691
sh600966,6573573365.116279,54178475.54069767,-0.43572621035058434
sh600967,12143141330.9375,24759704.015625,0.18288474810213942
sh600969,5049533043.257143,6433514.022857143,-0.055757575757575756
sh600970,15663962719.583334,42834938.527777776,-0.25942028985507243
sh600971,8410590270.8,28777236.028571427,-0.396875
sh600973,5681813442.0,13454290.314285714,0.0
sh600975,4616329148.128655,12175272.239766082,-0.24611398963730566
sh600976,4990763940.571428,4865283.102857143,-0.06273062730627317
sh600978,19147489756.17021,79535866.29787233,2.5961538461538467
sh600979,5848337191.4375,29326473.125,-0.034743202416918494
sh600980,2766361714.285714,5177082.52,0.04632693580410332
sh600981,5813703999.803922,17474909.111111112,0.6198704103671706
sh600982,6249181949.714286,34992878.86857143,-0.25903614457831325
sh600983,11281326007.890625,10421631.125,0.16705882352941182
sh600984,2434338022.0588236,3840118.029411765,-0.026315789473684077
sh600985,3490023886.857143,4444780.445714286,-0.40669014084507044
sh600986,7598845987.594936,18161789.018987343,1.4123711340206184
sh600987,8043738835.502958,16435660.804733727,0.14888888888888888
sh600988,10406498579.736841,22949341.73026316,0.1399014778325123
sh600990,10142141199.93865,3886923.3865030673,0.161391819359615
sh600992,3452595531.428571,12924334.148571428,0.09455587392550145
sh600993,9592501286.571428,13072526.451428572,-0.10688493018777077
sh600995,4784898756.457143,25525866.64,0.02482269503546088
sh600997,9017541526.857143,25034094.297142856,-0.3400758533501897
sh600998,39196491845.290695,25029895.505813953,-0.019807583474816152
sh600999,156935896699.82248,104032408.42011835,-0.44320108511359774
sh601000,25700515354.57143,69370215.67428571,-0.1788440567066521
sh601001,14071061234.285715,41666753.04,-0.4287211740041928
sh601002,12943405850.285715,36835739.37142857,-0.44008483563096495
sh601003,11855144984.770641,27815730.073394496,0.7307692307692307
sh601005,17699242721.0,148002277.87333333,-0.06936416184971092
sh601006,169643721060.4,183322520.41714287,-0.17053571428571432
sh601007,5618224137.931034,11470149.459770115,0.04814814814814811
sh601008,10096356225.142857,60699062.93714286,-0.15424164524421596
sh601009,49963993196.0,90348727.66470589,0.04146838885112165
sh601010,18114762925.714287,64871952.108571425,-0.3290513833992094
sh601011,7467229534.883721,8140646.523255814,0.27314390467461047
sh601012,23198775436.685715,48873458.00571428,-0.5575471698113207
sh601015,9936969142.857143,11898854.274285715,-0.3562778840025494
sh601016,34066133896.385544,16520411.674698794,0.30414312617702455
sh601018,92435692307.6923,196898378.24475524,0.7215189873417721
sh601021,40034219178.08219,5305391.294520548,3.4695984703632887
sh601028,8925142599.709303,17002951.691860463,-0.6092951991828396
sh601038,10823137418.285715,21146244.44,-0.2347826086956522
sh601058,10037332282.267443,36940021.98255814,-0.6011342155009451
sh601069,11372208395.061728,20893162.327160493,2.1575875486381326
sh601088,358429328157.2,105057753.52,-0.3127240143369176
sh601098,39725971428.57143,18186527.26857143,0.2579484103179362
sh601099,43110853435.314285,168692365.42285714,-0.5110635260528195
sh601100,9819956493.506493,7573087.305194805,0.08579668348954587
sh601101,10976151951.485714,27065216.965714287,-0.27061310782241016
sh601106,64156826514.28571,267685105.65714285,0.6341463414634148
sh601107,15851050068.571428,39451278.26285715,-0.15934065934065936
sh601111,106039544622.2078,124733763.91558442,-0.09512761020881665
sh601113,5647294186.046512,11354152.889534883,-0.08858603066439531
sh601116,4596008535.142858,8992260.474285714,-0.06426155580608778
sh601117,46260262342.85714,125106546.98857144,-0.31734693877551023
sh601118,37608507734.593025,100652240.05813953,-0.24211711711711714
sh601126,11185196596.27907,7270388.279069767,0.5046029919447641
sh601137,4800072727.272727,3279885.2363636363,-0.1741344195519349
sh601139,22192362556.857143,18877030.582857143,-0.027713625866050834
sh601158,47503428571.42857,36495202.91071428,-0.05099778270509968
sh601166,318566752984.2286,378608373.37142855,-0.14759928867812686
sh601168,22522070342.857143,84506864.34857143,-0.33661417322834647
sh601169,122513326084.9711,240761818.52601156,-0.21849501359927473
sh601177,4272930361.142857,12510029.377142858,-0.16873706004140795
sh601179,45120626483.48572,111018753.82285714,-0.18648310387984984
sh601186,200502117707.77142,227034701.21714285,0.01466666666666671
sh601188,7563510172.971429,33704246.76,-0.04329004329004333
sh601198,66411136978.41727,60843341.92805755,0.18986384266263234
sh601199,6602568506.666667,4674085.753333333,0.4270833333333333
sh601208,6395909613.714286,20736226.405714285,-0.1543778801843318
sh601211,193837779661.01694,164717028.81355932,-0.33439041578576456
sh601216,42650289212.121216,70727073.69090909,-0.12717770034843212
sh601218,9669087030.857143,48178398.702857144,-0.20085470085470075
sh601222,13335351017.283237,4013989.190751445,0.2850089766606821
sh601225,76010285714.28572,57370109.30857143,-0.3606557377049181
sh601226,17233098275.86207,14679720.442528736,-0.41405820977484903
sh601231,38718389064.50867,11709164.381502891,-0.5884925975773889
sh601233,14667082357.142857,21809769.589285713,-0.04359673024523165
sh601238,73155923298.11429,21522603.165714286,1.1109877913429522
sh601258,29518993383.779068,127054838.03488372,-0.36229508196721305
sh601288,1107479000000.9714,995701802.6571429,-0.1979434447300771
sh601299,183838378186.53333,265769577.25333333,2.8386683738796417
sh601311,16288543001.974522,20258064.70700637,0.0870195794053663
sh601313,5987804156.8786125,7552561.9364161845,0.2736625514403292
sh601318,543285653951.3143,186369474.78285715,-0.5934873949579832
sh601328,392858348165.25714,525660538.48571426,-0.1219858156028368
sh601333,36105864809.37143,185190418.62285715,-0.03991596638655452
sh601336,137105292605.4,44690939.5,-0.2451118726063293
sh601339,12170020000.0,17458129.782857142,-0.4588235294117647
sh601368,12410558823.529411,30225017.647058822,0.7181425485961124
sh601369,16667124182.457144,24267077.82285714,-0.20370370370370372
sh601377,71423634285.71428,166612990.1657143,-0.4674202127659574
sh601388,8145054769.230769,13417091.784615384,1.3879222108495393
sh601390,270258022555.82822,465477281.6257669,0.31325301204819267
sh601398,1531663899917.7715,641518561.3028572,-0.1264822134387351
sh601515,18341104795.321636,14615412.81871345,0.1496899911426042
sh601518,6514753034.4827585,41046831.14942529,0.12628865979381448
sh601519,41003150287.581696,93390950.60784313,0.5683890577507599
sh601555,55791315789.47369,75430555.60233918,-0.49977365323675865
sh601558,37274669770.114944,40178672.109195404,0.2233009708737864
sh601566,10969836012.08589,9617006.435582822,0.1557562076749436
sh601567,14875330227.450981,7234756.307189543,-0.40458015267175573
sh601579,5581960784.313725,7947557.803921568,-0.1608448415922015
sh601588,17951497500.0,80494644.35,-0.11478599221789881
sh601599,5448998094.102564,11840634.493589744,0.2668845315904141
sh601600,84504007509.54286,281144753.4342857,-0.2388059701492538
sh601601,231580862462.85715,97759555.13142857,-0.2923677884615385
sh601607,50609711864.34286,41523533.074285716,0.07233796296296297
sh601608,39399956862.745094,59167891.5882353,-0.14603616133518785
sh601616,6909602624.491018,38053904.94011976,0.0
sh601618,117642059870.96774,399394886.90967745,0.5456349206349206
sh601628,819947238640.5714,99139930.94285715,-0.22968612496333238
sh601633,104373853514.3125,13201370.93125,-0.3771517996870109
sh601636,9896784877.68786,24736839.242774565,0.43566591422121914
sh601666,15001595069.428572,60977402.58857143,-0.2956259426847662
sh601668,228486857142.85715,755605179.32,-0.14168937329700274
sh601669,113701834319.52663,262969945.88757396,-0.010975609756097545
sh601677,6167394253.257143,8391409.137142858,-0.20671243325705563
sh601678,8347840571.428572,27863933.308571428,-0.3880597014925374
sh601688,148098457142.85715,155143595.78285715,-0.4171754171754172
sh601689,16536381244.094488,15919026.818897638,0.03420891875381788
sh601699,26261314157.028572,55049064.114285715,-0.495665878644602
sh601700,11851151411.45349,21535554.412790697,-0.5247875354107648
sh601717,14091815387.235294,43588498.4,-0.180327868852459
sh601718,40866450969.69697,131206458.33333333,0.9003067484662579
sh601727,158409917592.8161,234556207.91954023,0.4225352112676056
sh601766,329338579387.7551,498512060.2789116,1.0555555555555556
sh601777,16271115153.421053,24573020.49342105,0.05204872646733119
sh601788,90926275722.54335,78009490.14450867,-0.41954022988505746
sh601789,5606405777.443609,16676423.684210526,-0.003167898627244048
sh601798,5113950941.542857,7758486.822857142,-0.11387329591018443
sh601799,7217994481.856287,3419982.113772455,0.19746568109820475
sh601800,219165628477.25714,143453367.49714285,-0.04431314623338255
sh601801,23389758285.714287,9134829.131428571,0.48425430778371975
sh601808,84360620034.05714,40835095.022857144,-0.22212189616252814
sh601818,208925289524.3787,622666662.295858,-0.15650406504065031
sh601857,2008453246622.6858,246342004.41714287,-0.28763666947014294
sh601866,67595259608.84354,225357690.24489796,0.705078125
sh601872,37595788081.71429,155621014.30857143,0.06828528072837636
sh601877,36822665991.13636,6446557.704545454,0.2601319509896325
sh601880,26120191691.42857,92237919.50285715,0.12684989429175467
sh601886,14002378730.76923,23635711.27810651,0.006944444444444296
sh601888,54734227830.84034,9662273.764705881,0.20513373597929246
sh601890,9108358139.534883,35128557.16860465,-0.041000000000000016
sh601898,89846283542.17143,128079962.82857142,-0.14323258869908026
