,profit,mean_volumn,mean_value
sh601198,-1.6614480812798478,17.923812953630765,24.91913060494301
sh601199,-0.8507761247635285,15.357544140796106,22.61072457794946
sh601222,-1.2552346021544836,15.20529611544776,23.31368431723981
sh601238,0.10524952170688262,16.884614250891737,25.015858935817995
sh601299,1.0433350597766256,19.398140240406505,25.937322829133127
sh601311,-2.441622135011255,16.824063529369614,23.513727814306392
sh601313,-1.2958594956787401,15.83739739299268,22.512990597036847
sh601368,-0.33108719399032516,17.22418053832133,23.241813465248168
sh601388,0.327807816457558,16.412039958468593,22.82067680325415
sh601390,-1.1607440697751161,19.958573849249326,26.322642978708107
sh601515,-1.8991888492265876,16.49758720236281,23.632410541618064
sh601518,-2.0691850415126463,17.530224195984744,22.597335139587955
sh601519,-0.5649491339107853,18.352305009938082,24.436914736981443
sh601558,-1.4992347723004862,17.508846868253315,24.341579838271986
sh601566,-1.859463265447876,16.079043592882584,23.118415162360275
sh601599,-1.3209391800757628,16.287047774969917,22.418697592777182
sh601607,-2.6264062120617,17.54177088651299,24.647409328900764
sh601618,-0.6058051704047974,19.805461176935346,25.49091246043273
sh601636,-0.8308795811402496,17.02380415778431,23.015475781511554
sh601689,-3.375268886635988,16.5830256070458,23.52882871446011
sh601718,-0.10501974209855623,18.692282658364373,24.43357529370034
sh601727,-0.8614824953791601,19.273205809749562,25.788451925432504
sh601766,0.05406722127027579,20.02713834021075,26.520352175214345
sh601777,-2.9555749517069256,17.017159671146743,23.51265729629698
sh601799,-1.622190476331492,15.045145879134017,22.69984297866911
sh601801,-0.7251450809499429,16.02760504279485,23.875564083402494
sh601866,-0.3494466667066269,19.233199432300324,24.936803693406983
sh601872,-2.684061044732187,18.862934213986666,24.35015786196431
sh601877,-1.3465662728968328,15.679056857091416,24.329379416190346
sh601880,-2.064750826269833,18.339881878411134,23.985974480203232
sh601886,-4.969813299576022,16.978269316028133,23.362493061469372
sh601888,-1.584093141914252,16.08373955786046,24.72575508799208
sh601908,-2.171045071754449,16.728936477832754,23.452973092223342
sh601918,-0.5608088682121615,18.97014011558627,23.985667828186013
sh601919,-0.6041431094536048,19.020450003699462,25.167845286005686
sh601928,-1.6419233675785883,17.79591294759001,24.373968206385925
sh601933,-1.909268118821528,18.167050657567216,24.45891428858156
sh601968,0.6351935380498581,17.66446969548192,23.098980162415156
sh601985,-0.012371291802546942,20.028427693228053,25.78208140405087
sh601989,-1.965203351989992,20.431941569262765,26.12033168681475
sh603001,-0.7969613838638876,15.727986312218992,23.03633330393418
sh603002,-2.442976956649876,16.480393096499068,22.165440017074364
sh603009,-1.718600714041665,14.683105030889394,21.88675819547787
sh603010,-1.1158504704104877,14.513882153186843,21.916709114145966
sh603011,-1.7132422581017275,15.435988730068516,22.171909021174333
sh603015,-0.7076688878945623,15.766273483630167,22.515125230438464
sh603017,-1.459689736476056,14.563109012830944,22.32872639563977
sh603019,-0.6916385053932241,15.630482496431412,23.91949530606383
sh603020,-1.0004690713096358,15.288851129308574,22.81117730165089
sh603021,0.526924456303232,15.459395334852687,22.316671864473626
sh603022,-0.4826008369903917,15.020744566637548,21.99510815261473
sh603023,-0.1495317339709637,14.577775602199322,21.98872994623395
sh603025,0.2978909778220245,15.869130017979158,23.611639412441324
sh603026,-0.09392373474674302,15.960221573522547,22.198955483423816
sh603030,-0.28345968757193274,15.615922450201289,22.493672111516144
sh603066,-0.28730970231156305,15.38500380830076,21.920944964529244
sh603085,0.867557872653021,15.90357925219989,21.9768955975887
sh603088,-2.09297980359836,14.760067024528212,21.92181274769908
sh603099,-0.7321412904944911,15.944563960142235,22.385240568567653
sh603108,0.6039051535264834,14.664228559751447,22.51403563912637
sh603111,-0.9667939348953428,15.397360554905186,22.768517091261806
sh603116,-3.693414609279327,16.06242612816979,23.13865864623333
sh603117,-1.3011950306018865,16.6697757487171,22.972388618268067
sh603118,-0.07980062967482347,16.006588289378104,23.202863336135664
sh603158,0.21044374622177422,15.062110072689153,22.383444207435044
sh603166,-1.402862787467123,15.812078317917152,23.188777073785328
sh603198,-0.03839703834057791,16.53470150779866,24.003213421178074
sh603199,0.4696443693173161,15.22694200705105,22.422942193673546
sh603222,0.13894126116372957,15.597677416018827,22.258227119537302
sh603223,0.7344703026276459,16.08891542266265,22.004531011528513
sh603227,0.7799260805056359,16.435809273553353,22.760125282023616
sh603268,0.14963099448025172,14.990651839068335,21.959687689756926
sh603300,-0.04491255668082268,16.06045173466574,22.308471479534106
sh603306,-1.7961780343603044,14.770682005574809,22.311942509273482
sh603308,-2.4287027077204257,16.44288761124641,22.925435318546516
sh603309,0.7391854833376266,15.108104906728475,22.541216215038087
sh603311,0.48630052291793974,15.798909309592396,22.383999583994722
sh603315,-0.021506205220963505,15.209983979679,22.24427961020629
sh603318,0.7768695195163478,15.308651895320947,22.447903849885407
sh603333,-1.53695463600738,16.497814438038173,22.200076091529976
sh603355,-1.5782693496144882,15.46299932431943,23.77108180799266
sh603368,-1.0668948658626187,14.392214586073287,22.799192721795237
sh603456,-0.8384646065675365,14.564756776493095,23.072322575803277
sh603519,-0.4854443982086702,14.997308409269,22.011721627724423
sh603555,-1.0404563685110353,15.922406943599329,23.850945624451075
sh603566,-0.40680829165463234,15.292124594819587,22.729858974874038
sh603567,-1.9529981881812768,15.95852698452859,23.88320757923115
sh603568,0.9505701131696018,15.781112169749811,23.66896052305234
sh603588,-0.5084441032310145,14.903389892486468,23.054613247712293
sh603589,-2.526214356290605,16.07153499957717,23.702589217966352
sh603598,0.7155557463351552,15.436220802167787,22.324985730259264
sh603599,-1.1440245437121537,15.461136598457196,22.866242587239093
sh603600,1.4021329399010718,15.241016499073426,22.732858717364447
sh603601,-0.24244103380977755,15.06802758962625,22.039848661808268
sh603616,0.29378337264795784,16.09559957349277,22.24166212746593
sh603618,-1.596412269416945,15.928084937282506,22.485697116252616
sh603636,-0.48993217617771345,14.909330855422104,22.447715575627107
sh603669,-0.5793946766409618,16.014810055706416,22.875058949354322
sh603678,1.3763791467069892,14.777839923543715,23.182568663711898
sh603686,0.9932517730102837,15.00368655751467,22.974819674266765
sh603698,-0.7138820225993575,16.086874099589988,23.467912287506845
sh603703,0.21600154336693742,14.857438905021363,22.300239321093176
sh603718,1.0640426520856365,15.756743907147733,22.999988056391178
sh603729,-0.3321496509255054,14.379324057126997,22.585404756062847
sh603766,-1.7004096906398272,16.75857310229956,23.553685655526184
sh603788,-0.44123233196679545,15.288116800213274,22.223794897034974
sh603789,-0.17088442788057445,15.87092802538243,22.87433473061538
sh603799,0.1794061028338305,16.370885731985577,23.097919399929175
sh603808,-1.1904128677500803,15.569529626132557,22.79442904087992
sh603818,-2.975065636745432,16.12849050248889,22.827647251176202
sh603828,-2.46769589877189,15.052100558012036,22.2117808983544
sh603838,0.663512005231341,16.14348192534873,22.14093773375856
sh603869,0.8321882289954375,15.946339002310525,22.491451450505092
sh603883,0.12663078665471625,15.944096779396839,23.61683415360315
sh603885,0.7641669819431157,15.793633648921983,24.116995700083287
sh603899,-0.26850770080036196,15.358602132832589,23.591312455352647
sh603901,-0.3166437758732952,15.186606550900486,22.28867195208785
sh603918,0.5385090525144074,14.783791151693103,22.099138996877425
sh603939,0.06956332215843915,15.156764712002332,23.084405199529684
sh603979,-6.427701313882921,16.80674606955524,23.17575652189306
sh603989,-1.586927859044515,15.476796102524132,23.07684147262098
sh603993,-1.7167618173003476,17.900231427026068,24.860357438060735
sh603997,-0.9612771638043408,15.923374411144328,22.98087538086677
sz000004,-0.4247707270023178,15.292754387910604,21.56301329785547
sz000005,-0.7691330875378675,17.765746466538854,22.853686075670108
sz000006,-0.7817005779013904,17.8999525722573,23.379978339607558
sz000007,0.008913326066426454,15.88839841283455,22.149400815166853
sz000008,-1.3281124057371547,15.886467291269804,23.517233612742736
sz000011,-1.913759303889846,16.59771516546185,22.6915373464462
sz000014,-1.4426576128513575,15.986378057955307,22.11727016396142
sz000016,0.30873548164961323,17.131011604179346,23.18329099009212
sz000017,-1.3949275082645933,16.38464865960585,22.468988050323382
sz000018,-3.5197104585461427,14.986086833576062,22.11114914496248
sz000019,-1.8501314754499616,16.097439127562325,21.99251871330558
sz000020,-0.5372184351223973,15.835630936855196,22.210732979898502
sz000021,-2.279962704431428,17.68907991410375,23.54408847030867
sz000022,-1.5022467326494495,15.742551205178783,23.023969117664087
sz000023,-0.16084373797384227,15.731485507804631,21.9496854576795
sz000024,-2.0209453349982267,18.03546712674297,24.84189602434553
sz000025,0.9943405047454802,15.61591394447415,22.48614420613661
sz000028,-1.6996905390106911,15.10506437150571,23.826180029048437
sz000029,-0.07388884209915822,16.962013815254327,23.041136358611325
sz000031,-0.9956176199036689,18.560753251115923,23.873909872936924
sz000032,-1.7368183511967534,15.768109816389424,22.120398743971915
sz000033,-0.019268418865877032,13.501397990345286,21.633100194686858
sz000034,-0.7257426588093969,16.518712146435632,21.75341246869697
sz000036,-0.8443781502838689,17.657964925673696,22.705724003689305
sz000038,-0.6692688430991515,14.877149097380341,21.527048620594904
sz000040,-0.8068341389943255,16.754331736733757,22.301983958554572
sz000045,-4.367335919263884,16.39366001608537,22.56095872009221
sz000048,0.2855183500064701,16.15054899414858,22.70837144080291
sz000049,-1.583145920251967,15.966575996219133,22.919614960725198
sz000056,-0.2806149052286884,15.745210031160505,22.377572099591276
sz000058,-1.4753739911735793,17.137805997001113,22.85579932685461
sz000061,-1.7040087206705463,17.41201388292021,24.085597258327233
sz000062,-0.09345054927065101,16.77924003278108,23.94863250218914
sz000065,-0.7308875085427925,15.997100047240949,22.766550685899848
sz000066,0.9401363823860271,17.663975992125323,23.640089015461488
sz000068,-3.6971782569286358,16.928577707506847,23.057390276989416
sz000070,-0.5859716326407849,16.321607407338774,22.58197860708719
sz000078,-0.9524703884516572,17.606616331269574,23.2972418472434
sz000089,-1.9195928407379401,17.69521473299924,23.469304958174195
sz000090,-3.8897068771055956,16.633680530407556,23.137191084290407
sz000096,-0.2179865552044938,16.903163678693787,22.744316716804878
sz000150,0.8078485496789207,15.868911991236624,23.25830219132989
sz000151,-3.188165139952266,16.837028222975505,22.699342076760495
sz000156,-2.705234997151623,15.673559557521587,24.639346326628196
sz000158,-1.0593540161240376,17.086127370222265,23.56965724568766
sz000403,-2.097387030498169,15.121917724057493,22.32255201722496
sz000407,-2.39789527279837,17.35525805464825,22.560491373789656
sz000408,-1.4179175495504026,16.40736925949882,22.17872936190042
sz000409,-1.977861748861916,16.841875086529388,21.905120836018728
sz000410,-0.8051863750370766,18.143070486169567,23.625243727113105
sz000417,-3.736535188212761,17.38480612510546,22.821669817084803
sz000418,-1.1043306745151045,16.00818501187012,23.11753362424283
sz000419,-3.493617386044247,16.845113134191415,22.316594126419183
sz000420,-2.723614717643322,16.711631898749207,22.332778658174778
sz000423,-2.214075267688075,16.793924828824377,24.139403459223
sz000428,-1.6227937036156566,17.000934973216815,22.59201470794899
sz000429,-2.097424044230268,16.524540745389658,22.52537986679251
sz000430,-0.7675355920704946,16.26974918561187,21.975335676146948
sz000488,-3.3102256034564266,17.54311377512389,23.26405554699629
sz000498,-2.5424765016094777,16.549852634160004,22.64406572668529
sz000501,-3.6394204616775734,16.047960140677596,23.050313132179998
sz000502,-0.35398877607971974,15.984062206490993,21.548013547267576
sz000504,-0.3591575194522965,16.188609193786455,22.53024725011939
sz000506,-2.1642804216168643,17.44283645206377,22.955705297248294
sz000509,-2.4924538554233844,17.48504910167438,22.560218079389955
sz000510,-0.4611618386642747,17.24099903866193,22.304433342530267
sz000511,-4.137449662756921,18.33704512847592,23.27918353840327
sz000513,-0.8394251515752906,15.074868604173686,23.452113033267974
sz000516,-1.1550008054437566,17.35938451591896,23.534876391658337
sz000519,-0.14453350864216932,16.476108457430108,23.28530014343327
sz000523,-0.8472978603872037,16.7783838429603,22.550406551880837
sz000524,-0.8824551106418798,15.976443175508281,22.280666314814887
sz000526,-0.12247044526509772,15.355151423897334,21.78377074083335
sz000529,-0.6123481385505941,16.46984507261576,22.721769399544893
sz000530,-1.1557196860042078,16.14459269585413,22.217411729028075
sz000532,-3.4187725264836617,16.090385377856087,22.665567516329542
sz000533,-2.0111924411457296,17.077537082826154,22.413076276747
sz000534,-1.4956929555269975,16.322117565773524,22.266873030285122
sz000538,-3.4606679352604877,16.300682315941327,25.010325529439765
sz000544,-2.5257286443082556,16.28247835883535,22.33015742631975
sz000545,-0.5738187381134161,16.008820007695775,22.62809099787503
sz000546,-3.105227088350271,16.165592344781874,22.558260867664313
sz000547,-3.241690502634373,17.441902826636667,23.88855736919758
sz000554,-3.058493648320158,17.53495337102611,22.48485545098142
sz000555,-0.601924597687937,15.629894106177495,23.599914229110972
sz000557,-3.3058872018578316,16.988172348190147,22.344402037210944
sz000558,0.8540419848625767,16.986881400763995,23.27109066722223
sz000559,-0.5305479974607473,18.263170182371944,24.350057974756634
sz000564,-1.8325814637483102,17.331853617595264,22.459728536009216
sz000566,0.8692998958098579,16.482180801731744,23.558290421020313
sz000567,-1.3419941022233106,15.622044993772846,21.75333394936717
sz000584,-0.6931471805599451,17.104457447385148,23.103433776976452
sz000585,-1.211263237588615,17.69960322325442,22.231369861615313
sz000586,-0.28531240309646244,16.30430877557174,21.773868629977432
sz000587,-0.1375001767729694,16.954252023295485,23.232151849946547
sz000590,-1.5109791496041194,15.846225516173972,22.324715051477337
sz000593,-2.6799871350353013,16.638063296709834,21.881231797573545
sz000595,-0.826678573184468,16.46603321828404,22.146217008344923
sz000599,-1.897119984885881,17.374896638192226,22.58611974566275
sz000601,0.08258659100927408,17.740938013255242,22.91413711118524
sz000603,-1.3733713382471595,16.408339616847076,22.98947130538782
sz000606,-1.6310770875375813,16.92271786149494,22.234389355258344
sz000610,-2.1582224195329514,16.20681393401336,21.902696875866983
sz000613,-0.8342257788198505,16.395194799003242,21.934537153077283
sz000616,-1.0986122886681098,18.347391456340553,23.413048028800777
sz000617,-1.2049723046590195,15.92823954793976,22.045659951222635
sz000622,-0.04594447605066042,16.34761242423392,21.946668637068584
sz000626,0.8197998250287353,16.03781182119917,23.18302344867646
sz000627,-0.48384622581204123,18.222981994580994,23.36344428468364
sz000628,-1.4630349193976682,16.37384153128158,21.996148938645923
sz000632,-0.8811994120628848,16.81291009952472,22.1781646613657
sz000633,-0.8737081735188672,16.454285007347128,22.51835625044122
sz000638,-0.5771636775108313,16.47469904001999,22.224637848468646
sz000650,-1.600593887637647,17.72404444473006,23.18867615962
sz000659,-3.769883238267028,17.920674432527743,22.65186152506632
sz000661,-1.9477502875849066,14.849487270372418,23.485414972790156
sz000662,-0.437820871747606,16.29625795752411,22.36483442256501
sz000665,0.012903404835907782,16.10980758999453,23.156827241176632
sz000667,-0.8362480242006182,19.042380372130644,23.248127942793055
sz000668,0.5684343866340417,14.952991607237704,21.70736269322869
sz000672,-1.0733223207150024,16.35899529449071,22.717080165122017
sz000673,-1.5144298018059137,15.766209787581046,22.685267028766926
sz000678,-3.7549792558184634,16.498249374504788,22.040782571453327
sz000679,0.16298117403336052,16.509794824512422,21.903904876592332
sz000681,-2.292299822333873,15.847988184957586,23.929960719497238
sz000682,-2.306658418381681,17.760770785730223,22.605967212777518
sz000687,0.02985296314968113,17.245727767243636,23.158292660211035
sz000688,0.21998065990570162,16.59435654240477,23.09124388167144
sz000690,-2.251291798606496,17.955885429258444,23.49915230303741
sz000692,-1.552395974047081,17.08341298924124,22.162087213697014
sz000695,-2.0418460132222993,15.761207831301935,22.1536164292162
sz000697,-2.2413743619491484,16.24015605655474,23.354009403065042
sz000698,-2.9196993729906873,17.27409593266661,22.312025909133187
sz000700,-1.739600407992518,16.09506239568759,22.516022915356785
sz000701,-2.6675588397474734,16.532777493070487,22.371747545491896
sz000702,-2.0868923478357013,16.24655415571741,21.8527080210155
sz000705,-2.732003442124703,16.767612894844312,22.297810181283246
sz000707,0.19337139298053946,16.69677636687808,21.887772935830906
sz000708,-0.9669154223331805,16.277166391279074,22.395135059370542
sz000710,0.1318960692837916,15.506165974416536,21.79625936851623
sz000711,-0.38195190141544894,15.376665789120882,21.741647673874276
sz000717,-0.29574663228851117,18.296620434444417,23.393152447181357
sz000718,-3.6932815155145744,17.61772334902483,23.84203385661484
sz000720,-0.29588189476555404,17.71238979501156,22.630864369953137
sz000721,-1.4366705684449574,17.460411298069918,22.34586210141827
sz000722,-0.15435102040691276,16.893823245895224,22.69700878429452
sz000732,-1.7998286772765026,16.441441718027637,24.034735743157423
sz000733,-1.4295087012787655,16.724197767272916,23.1101094831172
sz000736,-1.1062024579347853,15.536932887275174,22.124361753723566
sz000738,-1.0160912649801057,17.36957866139144,24.15341024052831
sz000755,-1.0182958708519037,17.258128123195934,22.26999793193607
sz000756,-0.6599949732430448,16.34674265925692,22.175350135258643
sz000757,-2.2439363659125378,16.715638517860818,22.251918753291463
sz000766,-2.7264839027910486,16.342689603681695,21.972719956340555
sz000768,-1.7768683083110766,18.210188018381253,25.128062301847436
sz000777,-4.842037318522087,17.257433008946734,23.311943452987695
sz000778,-1.5016764352387362,18.695627020258158,23.94120692639528
sz000779,-0.8557278365476627,15.869280269725431,21.858263486330138
sz000782,0.9811526159894832,16.477282210284756,22.746487930877027
sz000785,-2.689805681359673,16.100130436253842,21.799273994561833
sz000786,-0.8813551025505102,16.20005027042249,23.675968213648662
sz000795,-1.638747741687927,16.332683086889126,22.18612785976353
sz000796,0.715536175453424,16.49917770911771,22.541183874620607
sz000797,-0.6996558041873328,16.434050647865853,22.950003841619502
sz000799,-1.1251081843598303,16.64628696335438,22.445964832542597
sz000801,-1.0014485402144617,16.296777444670354,23.310480235991555
sz000802,-0.08623732323165309,16.297135766334318,22.922651749276454
sz000803,-1.059038779603602,15.643367637764555,21.72977636351581
sz000806,0.9209794614850605,17.46989960320582,23.419271751569624
sz000812,0.5703552550541837,17.335264577777913,22.365174404546405
sz000813,-1.0529101351872543,15.596270137754326,22.20588049523885
sz000815,0.19939437110254643,16.235463028337833,22.54004234421937
sz000816,-1.9393954680341197,18.131573662371473,23.35016501570757
sz000818,0.28824624736096266,17.130138954989857,22.179858632029894
sz000819,-1.1660257518912798,15.803500695598146,22.730320343804046
sz000820,-0.5406211964596888,16.295894513085795,21.849800952248568
sz000821,-1.6215860463697476,17.1185400721764,22.564639649198675
sz000822,-1.7078077580623812,17.265155564384248,22.616450899826354
sz000826,-1.7297973953764414,16.75742476882052,24.14828774450634
sz000828,-1.080593783165431,16.937571377636228,23.343882911910477
sz000829,-2.4441824595614303,17.763632209170144,23.34454164855965
sz000830,-2.3695245756691543,17.913003941061408,23.117502365625835
sz000833,-5.001706663351946,16.39347810353051,22.079489899529932
sz000836,-0.07197349962508935,16.114670295119595,22.569616551010633
sz000837,-1.3428470413609543,16.99241502897769,23.066328852109695
sz000838,-0.06669137449867239,15.641802521448538,21.89200390305215
sz000839,0.0517722737352809,17.962774857707895,24.058586736793448
sz000850,-0.8274267961898198,16.942892743307386,22.824253095094473
sz000851,-1.80402956181987,17.486334293813513,23.005394548121433
sz000856,-2.3552288264794687,16.0166758587965,21.731709753341686
sz000858,-2.4309952212247143,18.104715772978075,25.27674970255243
sz000863,-1.133027247276727,16.685650508146185,22.992010003790096
sz000868,-1.7538324173159938,17.24306545066071,22.526215782081497
sz000875,-0.27802016154004405,18.712640791058025,23.299494204197007
sz000876,-1.2016923016272112,17.753489744352922,24.427519788490688
sz000880,-1.9407643401019095,15.884433456460648,22.153854737004856
sz000881,-0.5372768098531605,16.473590774534753,21.82514691990961
sz000882,0.05924283356286076,18.41900810190587,23.11226085581327
sz000885,-1.105911591149721,15.885170767288463,22.57851971837532
sz000887,-0.3585396090847368,16.704587462593544,24.037888949802362
sz000889,-3.0706335817271064,16.655377521441245,22.948468672851345
sz000890,-0.5489773897303669,16.3323113092936,22.018130413364627
sz000899,-1.2181574393178927,16.897715448248327,22.746004813273547
sz000900,-3.5319471313248014,17.332740676233417,22.907956334343638
sz000901,-0.48108066558464296,16.55741207937689,23.433577056866906
sz000902,-1.1704841345718917,16.052190772116756,23.37934030248963
sz000903,-3.900528626002413,16.978531564421417,22.633883985762395
sz000909,-1.205191573520066,16.28927404747039,22.131220594438712
sz000910,0.41465634928371237,16.41457073902617,22.81735395513958
sz000911,-0.9441537744533193,16.2944783841132,22.227634242707495
sz000913,-2.663668908211826,16.57288602978258,22.109128601036375
sz000915,-2.0015567785893706,15.662720915415475,22.69576351316318
sz000917,0.40701971394011144,17.977093434193666,24.22931615714279
sz000919,-3.6353907691629517,16.221576682921253,22.922034643568832
sz000922,-1.6389574072720907,16.696458519300265,22.993131071494663
sz000923,-1.081022595641123,16.334980326020702,22.073140463649864
sz000928,-3.290838640675535,16.156890176098802,23.193952027963967
sz000929,-2.169773729201783,16.101523366664335,21.80447919509804
sz000930,-0.43190378301346516,18.302673435834507,23.32480864641481
sz000931,-4.335506619038994,17.607001907400136,22.77817235537499
sz000936,-1.335969277232375,17.04576093057713,22.8113665543241
sz000938,-0.02849195579430616,16.21257170070576,23.433924977483564
sz000948,-1.2119409739751124,16.508921090113933,22.628886280911516
sz000949,-5.429345628954418,17.498703134973315,22.57781281727764
sz000950,-2.975893931334329,16.640575685248923,22.320499272844486
sz000952,-1.8430527636156062,16.43779099944342,22.04329282781942
sz000953,-1.8069217169677323,16.224096356679322,21.835354650575454
sz000955,-1.380024748106295,17.10230971180245,22.14152511439206
sz000957,-1.7944658308257977,16.17816446388783,22.208657661348848
sz000958,0.0,16.22388580852113,23.281949323158035
sz000963,-1.120491697849367,15.39930990907696,24.08025732540565
sz000967,-2.175361663558575,15.912059983106237,22.609209605988937
sz000969,-2.6586444628905626,17.125201263696134,23.173939034235595
sz000971,0.3943615936156538,16.229345179050057,22.606463523759043
sz000972,0.6295214846797338,17.217475903757386,22.567202707778574
sz000973,-2.472248252916078,17.68155992801183,22.876433265497358
sz000976,-0.5969632567070235,17.07705882767966,22.465172024044996
sz000978,-2.002123293895866,16.603054827313883,22.262551759622212
sz000979,0.06827884075329452,18.11967510067201,23.578006043395444
sz000981,-0.32168844043697603,15.89190015030596,23.444032617723327
sz000985,-1.5758647140695292,15.126393678044364,21.698887603146975
sz000989,-1.3834687022745609,15.966252656729848,22.877297357209237
sz000990,-2.254244266059765,14.414195383500587,22.67375665522968
sz000999,-2.747790529751726,16.405172315330464,24.05224739674735
sz001696,-1.425323705025626,17.669846509925595,23.671159107632494
sz001896,-1.0095786662977122,15.674535106279295,23.22212039583325
sz002002,1.219063689379917,16.338640456202906,23.49745302971246
sz002003,-0.5569442623635232,16.08075857582101,22.21403847161151
sz002007,-2.1585752961018816,16.355371568751444,23.994077626298743
sz002008,-1.4222717345067624,17.78175027456607,23.935388667869805
sz002010,-0.4648067356785434,16.627264056141993,22.907998180315648
sz002011,-3.8969093676180924,17.42084202498124,23.194816684885136
sz002014,-0.5367107854518312,16.255626934862985,22.240025374070758
sz002018,0.6228306821424855,16.728684786161644,24.12351040542042
sz002019,-1.8578992717325995,16.101553540611828,23.36168199662844
sz002020,-0.3433261082178841,15.728242612538184,22.57844199740795
sz002022,-2.7683182531163286,16.667011207030892,23.52786785581046
sz002024,-1.0516553055803382,19.58773823376952,25.382526782962973
sz002025,-2.7899165383028923,16.71176218502305,23.016392280477895
sz002026,-1.470119221562173,15.967122653489572,22.21191254269445
sz002027,0.9796413020871244,16.625487419118,22.010962315131188
sz002029,-2.7845779666683015,17.355785672901284,23.142130232880234
sz002030,0.18917261542340946,17.05351393353378,23.908157909575603
sz002032,-1.8338709545781824,15.060871069222163,23.401649171612696
sz002034,-1.527489837401017,15.04341508747952,21.77239803429144
sz002036,-0.5165236448806284,16.53242324529208,22.230313213700835
sz002037,-0.5411463919163507,15.829829847454429,23.04572916181026
sz002040,-0.6822828761680396,16.230470970721115,22.104677202192367
sz002042,-0.8096619852283341,16.905436070931927,22.797203372682727
sz002043,0.2758798473951529,16.941929877016477,22.07852047246596
sz002044,0.5856709016827555,16.406098344777853,23.10493459067058
sz002045,-3.0015973930063895,16.592828131541257,22.02375432004086
sz002047,-0.7234795684091814,17.380034437142957,23.332602659667668
sz002049,-1.3867001229432705,16.330538053484332,23.89395742969861
sz002052,-1.3807480351993344,17.497152855517648,22.9573651099048
sz002053,-1.6106793775221657,15.539254568697961,22.205775402588806
sz002054,-2.4001941243854827,16.226305411029834,22.143361305958397
sz002055,0.06072836163705801,16.690684386414993,23.416398598991275
sz002057,-2.4025464439741016,15.03465544137691,21.650782079232123
sz002058,-0.19474407679251202,15.585809559351897,21.668584183971163
sz002060,-2.9325261976501977,17.18355945217908,22.464573620395385
sz002061,-1.3011751322822986,17.200551266141403,22.205019522657082
sz002062,-1.5738929750146893,16.728045634251203,22.655647832694427
sz002065,-3.5279931780400484,17.684828020476775,24.508419372187287
sz002066,-0.1630688332784729,16.794794249404358,22.133667524427523
sz002067,-0.05715841383994864,18.073239898145825,22.635986484612012
sz002070,-0.6300464741920015,17.614691973205023,22.814043347536796
sz002072,-0.9348034306164442,16.490893299887887,22.198642589684564
sz002073,-2.6547148394336655,17.496085431449206,23.34127973579777
sz002074,0.12097079736125621,16.587369482913324,23.46549163902415
sz002075,1.7417490486533935,17.13874864510703,23.94723195512386
sz002076,-0.8277373345327104,16.090838382534066,22.21641501676598
sz002077,-0.9804272429560603,15.790350474805692,22.39565522234941
sz002078,-2.3122939071210062,18.013231130287714,23.410582147282767
sz002080,-1.800096008603822,16.007768750029076,22.59688250175314
sz002082,-2.904940173724453,16.138937937666647,21.83427571606996
sz002083,-1.9697681395092075,17.389936387704456,22.583043020563583
sz002086,-1.166140348654047,16.21857433310691,22.27410122250896
sz002087,-1.3705460041517512,16.825564366200336,22.010238150443932
sz002090,-0.10906593907303673,15.907635837153437,22.478672867741643
sz002091,-0.27168173110534,16.319189296389382,22.647153631627095
sz002092,-3.5664661500733965,17.72962210692255,23.36081295933294
sz002093,-0.2131133769542724,17.559135065974054,23.165670250143005
sz002094,-1.443397439210164,16.366282239416176,22.479796450523256
sz002095,-1.1384185390685293,16.322071960075334,23.49713052622248
sz002096,-1.3776958558646588,15.865794466687692,22.728737318000753
sz002097,-0.048494349938610494,16.849495691097314,22.591691203027203
sz002099,-0.10731173578908815,16.869074627080465,23.357269662808026
sz002101,-2.882490540988226,15.58191338654523,22.263441909458784
sz002102,-1.8863754456029052,16.46406797434769,22.862903539859214
sz002103,-0.5970328189672072,15.72477323564991,22.545305018424468
sz002104,-1.1898146941811318,17.507180972229996,23.416930993558033
sz002106,-1.278758918396864,17.00357313055072,23.00874263451209
sz002108,-2.180707146159756,17.143677367381752,22.81203232625946
sz002109,-0.8934512399043324,16.2187250488489,21.70963755573742
sz002111,-0.1802236970747259,15.824355886142127,22.7713270346445
sz002112,-0.11728908652309988,16.028349868376928,21.8214629933886
sz002113,-0.6152682871335878,15.834504795984273,21.934269642495895
sz002115,-2.57191802677763,17.022216444362517,22.42240940075105
sz002116,-2.352910176881561,16.032218634760746,22.573453536908204
sz002117,-1.1818046052445423,16.133757263908624,23.144906734875544
sz002118,-1.6447889013130312,16.724438147041862,22.936581685074287
sz002119,-0.836307334422753,16.048068912265492,22.375014188133974
sz002120,-1.4982994194963857,15.431807354382723,21.814462537983776
sz002121,-0.7830103747724767,16.513856891482586,23.131041966210752
sz002123,-1.4368612506604734,17.28146624427736,23.041633926772548
sz002124,-0.06142281262640635,15.767488677367666,22.044686898710708
sz002125,-1.2678861300695887,15.526612171181585,21.73974369519529
sz002126,-2.588599108345129,16.460219330821825,22.505082634598008
sz002127,-3.101750467630786,16.092814195589618,22.135136248269173
sz002130,-0.662817641125211,17.50014286041433,23.101014481979732
sz002133,-2.0321886568292897,17.084679063726764,22.528854003574686
sz002134,-3.1755998413863793,15.651459034772998,21.798084300997992
sz002135,-0.6404586993398702,17.010825844545288,22.720207002131794
